expgender,exprace,separatedornot_nobarriers,separatedornot_other,separatedornot_separaterooms,age,sunkgroup,sunkDV,gainlossgroup,gainlossDV,anch1group,anch2group,anch3group,anch4group,anchoring1,anchoring2,anchoring3,anchoring4,Ranchori,RAN001,RAN002,RAN003,Ranch1,Ranch2,Ranch3,Ranch4,gambfalgroup,gambfalDV,scalesgroup,scalesreca,scalesrecb,scales,reciprocitygroup,reciprocityother,reciprocityus,allowedforbiddenGroup,allowedforbidden,quotearec,quotebrec,quoteGroup,quote,totalflagestimations,totalnoflagtimeestimations,flagfilter,flagdv,flagGroup,Sysjust,MoneyGroup,moneyfilter,ContactGroup,Imagineddv,IATfilter,partgender,IATexpart,IATexpmath,IATexp.overall,totexpmissed,IATEXPfilter,allowedforbiddena,allowedforbiddenb,anchoring1a,anchoring1b,anchoring2a,anchoring2b,anchoring3a,anchoring3b,anchoring4a,anchoring4b,artwarm,citizenship,d_donotuse,diseaseframinga,diseaseframingb,ethnicity_X1,ethnicity_X2,ethnicity_X3,flagsupplement1,flagsupplement2,flagsupplement3,flagtimeestimate1_Afternoon,flagtimeestimate1_Evening,flagtimeestimate1_Morning,flagtimeestimate2_Afternoon,flagtimeestimate2_Evening,flagtimeestimate2_Morning,flagtimeestimate3_Afternoon,flagtimeestimate3_Evening,flagtimeestimate3_Morning,flagtimeestimate4_Afternoon,flagtimeestimate4_Evening,flagtimeestimate4_Morning,gamblerfallacya,gamblerfallacyb,imaginedexplicit1,imaginedexplicit2,imaginedexplicit3,imaginedexplicit4,major,mathwarm,moneyagea,moneyageb,moneygendera,moneygenderb,nativelang,noflagtimeestimate1_Afternoon,noflagtimeestimate1_Evening,noflagtimeestimate1_Morning,noflagtimeestimate2_Afternoon,noflagtimeestimate2_Evening,noflagtimeestimate2_Morning,noflagtimeestimate3_Afternoon,noflagtimeestimate3_Evening,noflagtimeestimate3_Morning,noflagtimeestimate4_Afternoon,noflagtimeestimate4_Evening,noflagtimeestimate4_Morning,omdimc3,omdimc3rt,omdimc3trt,politicalid,quotea,quoteb,race,reciprocityothera,reciprocityotherb,reciprocityusa,reciprocityusb,scalesa,scalesb,sex,sunkcosta,sunkcostb,sysjust1,sysjust2,sysjust3,sysjust4,sysjust5,sysjust6,sysjust7,sysjust8,us_or_international,lab_or_online,order,iat_exclude
1,6,0,0,0,23,0,9,0,0,0,1,1,1,3000,3000000,41010,40000,2163.5,3637.5,4878.5,5018.5,2163.5,3637.5,4878.5,5018.5,1,2.236067977,0,0,0,1,0,1,1,1,0,7,5,1,7,8,8,1,3.75,0,3.75,0,0,1,5,1,0,7,3.833333333,5.583333333,0,1,0,0,3000,4000,600000,3000000,7000,41010,667,40000,77,18,-0.089982316,0,1,0,0,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,1.732050808,7,3,7,3,2,34,23,21,1,1,5,1,0,0,0,0,1,1,0,0,0,1,0,0,16533,16556,4,3,5,4,1,0,1,1,1,1,0,9,9,2,4,4,5,4,1,6,4,1,1,2,0
1,6,0,0,0,19,1,9,1,1,0,1,0,1,3000,1500000,26246.4,35000,2163.5,2347,2804,4662.5,2163.5,2347,2804,4662.5,1,5,1,0,0,1,1,0,1,1,0,5,5,1,5,8,9,1,2.75,0,5.75,0,1,0,4.5,1,0,6.166666667,2.666666667,5.75,0,1,0,0,3000,4000,600000,1500000,7000,36825,667,35000,38,15,0.925375411,0,1,0,0,1,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,5,1.732050808,6,3,6,3,2,0,19,21,1,1,2,0,0,1,0,1,0,1,0,0,0,1,0,0,10228,10250,7,5,5,14,1,1,1,1,2,1,0,9,8,6,5,6,7,6,6,5,5,1,1,2,0
1,6,0,0,0,21,1,9,1,1,1,1,0,0,5281.645,3200000,2391.7032,125,4951.5,4014,156,189.5,4951.5,4014,156,189.5,1,5,0,0,0,1,1,1,0,1,0,3,5,1,3,8,8,1,3.125,1,4.875,0,0,0,4.5,1,1,6.166666667,5,4.727272727,1,0,0,0,3000,5281.645,600000,3200000,2391.7032,36825,125,30000,85,15,-0.57502847,0,1,0,0,0,8,4,4,1,0,0,0,0,1,1,0,0,0,1,0,5,1.732050808,7,2,6,3,2,73,21,21,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9536,9548,3,7,5,14,0,1,0,1,4,1,1,9,8,5,3,6,6,5,5,5,4,1,1,1,0
1,6,0,0,0,19,1,9,1,1,0,0,0,0,3000,900000,3280.8,150,2163.5,1740.5,665.5,320.5,2163.5,1740.5,665.5,320.5,0,3.16227766,0,0,0,1,1,1,0,0,0,5,5,1,5,8,9,1,3.375,0,4.875,1,0,1,1.5,1,0,5.166666667,4.333333333,4.416666667,0,1,0,1,3000,4000,900000,3000000,3280.8,36825,150,30000,77,15,-1.128590726,0,1,0,1,0,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,3.16227766,2,1,1,2,2,52,21,19,1,1,2,1,0,0,0,1,0,0,0,1,0,1,0,1,26340,26368,4,5,5,14,0,1,0,1,2,1,0,9,8,5,5,6,6,5,5,2,5,1,1,1,0
1,6,0,0,0,19,0,9,1,0,1,0,0,0,3106.85,3000000,3936.96,10000,2825,3637.5,836,2855.5,2825,3637.5,836,2855.5,1,3.16227766,1,0,0,1,0,0,1,1,0,6,3,0,3,8,8,1,4.25,0,6.125,1,0,1,4.5,1,1,3.333333333,3.5,3.916666667,0,1,0,0,3000,3106.85,3000000,3000000,3936.96,36825,10000,30000,31,15,-0.5093539,1,1,0,0,1,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.16227766,1.732050808,6,3,7,2,2,21,21,19,1,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,5685,5705,2,4,7,4,1,1,1,1,2,1,1,9,9,6,6,7,7,7,5,6,5,1,1,1,0
1,6,0,0,0,19,0,6,1,1,0,0,0,0,1553.425,2000000,26246.4,10000,76.5,2720.5,2804,2855.5,76.5,2720.5,2804,2855.5,0,0,1,0,0,1,0,0,1,0,0,9,5,1,9,6,8,1,3.375,1,4.375,1,0,1,5.75,1,1,6.166666667,6,4.083333333,0,1,0,1,1553.425,4000,2000000,3000000,7000,36825,667,30000,85,15,-0.15826976,0,1,0,0,1,1,4,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1.732050808,5,5,6,7,2,96,21,19,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,26476,26488,4,1,5,12,1,1,1,1,2,1,1,9,6,5,4,4,6,5,3,6,2,1,1,1,0
1,6,0,0,0,19,1,8,1,1,1,0,1,1,4970.96,2000000,36088.8,40000,4418,2720.5,4175,5018.5,4418,2720.5,4175,5018.5,0,1.732050808,1,0,0,1,1,0,1,1,1,6,5,0,5,8,8,1,1.5,1,4.75,1,0,1,7.25,1,0,6.666666667,2.5,6.083333333,0,1,0,1,3000,4970.96,600000,3000000,7000,36088.8,667,40000,92,15,0.782403433,0,1,0,1,0,4,6,7,1,0,0,0,1,0,1,0,0,0,0,1,2.236067977,1.732050808,7,6,7,9,2,20,21,19,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,25038,25067,4,4,5,14,1,1,1,1,2,1,0,8,8,5,6,3,4,6,5,5,4,1,1,2,0
1,6,0,0,0,20,0,9,1,0,0,1,0,1,3000,4900000,26246.4,45600,2163.5,5219,2804,5414,2163.5,5219,2804,5414,0,7.071067812,0,0,0,1,1,0,0,0,0,2,5,1,2,8,9,1,2.5,0,4.125,1,0,0,4,1,0,6.333333333,2.833333333,5.75,0,1,0,1,3000,4000,600000,4900000,7000,36825,667,45600,91,15,0.779817166,1,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,7.071067812,5,6,1,4,2,19,21,20,1,1,2,0,1,0,0,0,1,1,0,0,0,1,0,0,29701,29722,4,8,5,4,1,1,0,1,1,1,0,9,9,2,4,3,7,5,5,5,2,1,1,2,0
1,6,0,0,0,20,1,9,0,0,1,1,0,0,4983.3874,3500000,2624.64,150,4447,4188.5,374,320.5,4447,4188.5,374,320.5,1,3.16227766,1,0,0,1,1,1,0,0,0,5,5,1,5,8,11,1,3.25,0,3.875,0,0,1,5.5,1,1,5.5,5.166666667,4.166666667,0,1,0,1,3000,4983.3874,600000,3500000,2624.64,36825,150,30000,57,15,0.322753904,0,1,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3.16227766,1.732050808,9,3,7,3,2,63,20,21,0,1,5,0,1,0,0,1,0,1,0,0,0,1,0,0,4014,4042,4,5,5,12,0,1,0,1,2,1,1,9,8,4,4,2,7,5,3,1,5,1,1,1,0
1,6,0,0,0,20,0,9,0,0,0,1,0,0,3000,1700000,5905.44,600,2163.5,2415,1348.5,1344.5,2163.5,2415,1348.5,1344.5,1,7.071067812,0,0,0,1,1,0,1,0,0,6,7,0,7,9,8,1,3,1,4,1,0,1,6.75,1,0,5.666666667,6.333333333,3.666666667,0,1,0,1,3000,4000,600000,1700000,5905.44,36825,600,30000,65,15,-0.183549245,0,1,0,1,0,7,3,3,1,0,0,0,1,0,0,0,1,0,1,0,7.071067812,1.732050808,6,6,6,9,2,89,21,20,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,37572,37594,2,4,3,14,1,1,1,1,2,1,0,9,9,3,5,6,5,5,2,3,3,1,1,2,0
1,6,0,0,0,20,0,9,1,1,1,0,0,1,4349.59,2000000,3280.8,48000,4018.5,2720.5,665.5,5481.5,4018.5,2720.5,665.5,5481.5,0,1.414213562,1,0,0,1,1,0,1,0,0,6,5,0,5,8,8,1,1.75,0,5.625,0,0,0,8,1,0,7,6,4.272727273,1,0,0,1,3000,4349.59,600000,3000000,3280.8,36825,667,48000,100,15,-1.156143034,0,1,0,1,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,1.414213562,9,5,9,9,2,100,20,21,1,1,5,0,0,1,1,0,0,1,0,0,0,1,0,1,20409,20436,4,4,5,12,1,1,1,1,2,1,0,9,9,5,7,4,7,4,7,4,7,1,1,1,0
1,6,0,0,0,20,0,9,1,0,0,0,1,1,3000,2000000,3280.8,1200,2163.5,2720.5,665.5,1880.5,2163.5,2720.5,665.5,1880.5,0,1,0,0,0,1,0,0,1,1,0,3,5,1,3,8,8,1,2.25,1,5.875,1,1,0,5.75,1,1,5.166666667,5.666666667,3.75,0,1,0,0,3000,4000,2000000,3000000,7000,3280.8,667,1200,0,15,-0.423861363,1,1,0,1,0,8,4,2,1,0,0,0,0,1,1,0,0,0,1,0,2.236067977,1,7,3,9,4,2,100,21,20,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,34124,34144,4,7,5,14,1,1,1,1,1,1,1,9,9,6,7,3,7,7,5,5,7,1,1,1,0
1,6,0,0,0,21,1,9,1,0,0,0,0,1,2485.48,2000000,27886.8,30000,1011,2720.5,2954.5,4287.5,1011,2720.5,2954.5,4287.5,0,2.645751311,0,0,0,1,1,0,1,1,1,6,5,0,5,8,7,1,3.5,0,3.5,1,0,0,3.5,1,1,4.666666667,6.166666667,3.25,0,1,0,1,2485.48,4000,600000,3000000,27886.8,36825,667,30000,46,18,0.248346609,1,1,0,1,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,2.645751311,3,3,1,7,2,80,21,21,1,0,5,1,0,0,0,0,1,0,0,1,0,1,0,1,36639,36659,4,4,5,4,1,1,1,1,1,1,1,9,8,4,4,4,2,3,4,4,3,1,1,1,0
1,6,0,0,0,20,0,8,1,1,0,1,0,1,3479.672,3500000,3280.8,19000,3060,4188.5,665.5,3308,3060,4188.5,665.5,3308,0,1.732050808,0,0,0,1,1,1,0,1,0,6,5,0,5,8,7,1,2.875,0,4.75,1,0,0,6.25,1,0,6.5,3.166666667,5.666666667,0,1,0,0,3479.672,4000,600000,3500000,3280.8,36825,667,19000,66,15,-0.942280193,0,1,0,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,1.732050808,6,5,6,8,2,35,21,20,1,1,2,1,0,0,0,0,1,0,0,1,0,1,0,1,49741,49764,4,4,5,4,0,1,0,1,3,1,0,9,8,5,5,5,6,6,4,3,4,1,1,1,0
1,6,0,0,0,21,1,9,0,0,0,0,0,0,3000,250000,6561.6,10000,2163.5,287,1466.5,2855.5,2163.5,287,1466.5,2855.5,0,2.236067977,0,0,0,1,1,0,1,0,0,6,4,0,4,8,7,1,2.375,0,4.625,1,0,0,7,1,1,6,4.333333333,4.833333333,0,1,0,1,3000,4000,250000,3000000,6561.6,36825,10000,30000,91,15,1.066168966,0,1,0,1,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,2.236067977,8,5,7,8,2,56,21,21,1,0,2,1,0,0,0,0,1,0,0,1,0,1,0,1,28070,28093,6,4,6,7,1,1,1,1,2,1,1,9,8,5,4,5,4,5,5,5,4,1,1,2,0
1,6,0,0,0,19,1,9,0,0,0,1,1,0,3728.22,3500000,26246.4,10000,3457,4188.5,2804,2855.5,3457,4188.5,2804,2855.5,1,14.69693846,1,0,0,1,1,0,1,0,0,6,3,0,3,8,6,1,2.25,0,5.125,0,0,0,5.75,1,1,6,6.166666667,3.916666667,0,1,0,1,3728.22,4000,600000,3500000,7000,26246.4,667,30000,73,15,0.353812229,0,1,0,1,0,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,14.69693846,1.732050808,6,5,6,6,4,88,19,21,0,1,2,0,0,1,0,0,1,0,0,1,0,1,0,1,22199,22220,4,4,7,12,1,1,1,1,2,1,1,9,8,5,5,6,5,6,5,5,4,1,1,1,0
1,6,0,0,0,20,1,9,1,1,0,0,0,0,1670.86393,256789,2132.52,152,152,400,63.5,389,152,400,63.5,389,1,3.16227766,1,0,1,0,0,1,1,1,1,6,9,0,9,6,8,1,3,1,5.125,0,0,0,7.5,1,0,4,6,3,0,1,0,1,1670.86393,4000,256789,3000000,2132.52,36825,152,30000,60,15,0.11405445,0,1,0,0,1,6,1,5,1,0,0,0,0,1,1,0,0,0,0,1,3.16227766,1.732050808,9,3,9,9,2,84,20,21,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5266,5294,3,4,1,12,1,0,1,1,2,2,0,9,8,5,5,6,6,6,5,4,4,1,1,1,0
1,6,0,0,0,20,1,9,0,0,1,1,1,1,4777.71393,3400000,39697.68,46000,4337,4048.5,4438,5420.5,4337,4048.5,4438,5420.5,1,1.732050808,0,0,0,1,1,0,1,0,0,4,5,1,4,8,8,1,1.5,1,6,0,0,1,1.75,1,1,6,4.666666667,4.666666667,0,1,0,1,3000,4777.71393,600000,3400000,7000,39697.68,667,46000,67,15,0.147890758,0,1,0,1,0,7,5,5,1,0,0,0,0,1,1,0,0,0,1,0,1.732050808,1.732050808,2,3,1,1,2,74,20,21,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,28228,28250,1,6,5,14,1,1,1,1,4,1,1,9,8,6,6,6,6,6,5,7,6,1,1,2,0
1,6,0,0,0,21,0,9,0,0,0,0,0,0,3000,2000000,6233.52,10000,2163.5,2720.5,1452,2855.5,2163.5,2720.5,1452,2855.5,1,14.14213562,0,0,0,1,1,1,0,0,1,5,5,1,5,7,8,1,3.375,1,4.125,0,0,1,2.5,1,1,6.166666667,2.666666667,5.75,0,1,1,1,3000,4000,2000000,3000000,6233.52,36825,10000,30000,80,15,0.241547191,0,1,0,0,1,8,3,2,0,0,1,0,0,1,1,0,0,0,1,0,14.14213562,1.732050808,5,2,2,1,2,13,21,21,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10003,10031,4,5,5,4,0,1,0,1,2,1,1,9,9,4,5,5,5,3,5,3,3,1,1,2,0
1,6,0,0,0,19,1,9,1,1,0,0,0,0,3000,2000000,3723.708,1000,2163.5,2720.5,810,1656,2163.5,2720.5,810,1656,1,2,0,0,0,1,1,0,1,1,1,6,5,0,5,8,8,1,2.625,1,3.5,0,0,1,4.5,1,1,5.5,5.333333333,4.083333333,0,1,0,1,3000,4000,600000,3000000,3723.708,36825,1000,30000,85,17,0.130714373,0,1,0,1,0,6,6,5,1,0,0,0,1,0,1,0,0,0,0,1,2,1.732050808,5,1,5,7,2,84,19,21,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,26455,26476,4,4,5,7,1,1,1,1,3,1,1,9,8,4,2,3,3,5,3,6,2,1,1,2,0
1,6,0,0,0,22,1,9,0,0,1,0,0,0,3728.22,2000000,9842.4,10000,3457,2720.5,1686.5,2855.5,3457,2720.5,1686.5,2855.5,0,1.414213562,0,0,0,1,0,0,1,0,0,8,5,1,8,8,9,1,2.25,0,5,1,0,0,8,1,0,7,3.833333333,5.583333333,0,1,0,1,3000,3728.22,2000000,3000000,9842.4,36825,667,30000,96,15,-1.268109584,0,1,0,1,0,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,1.414213562,9,7,7,9,11,44,21,22,1,1,2,0,1,0,0,0,1,1,0,0,0,1,0,1,26461,26481,3,2,5,14,1,1,1,1,3,1,0,9,8,5,5,5,6,5,4,5,5,1,1,1,0
1,6,0,0,0,20,1,9,0,0,0,1,1,1,1593.19268,4789000,45242.232,47800,96,5143,5538,5456.5,96,5143,5538,5456.5,1,3.872983346,1,0,0,1,0,0,1,1,0,6,1,0,1,8,8,1,2.75,0,3.75,1,0,1,5,1,0,6,5.166666667,4.416666667,0,1,0,0,1593.19268,4000,600000,4789000,7000,45242.232,667,47800,82,15,0.64652554,0,1,0,1,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3.872983346,1.732050808,6,4,7,3,2,70,21,20,1,1,5,0,0,1,1,0,0,1,0,0,0,1,0,1,50982,51010,4,4,9,4,1,1,1,1,2,1,0,9,8,3,5,3,6,6,2,3,2,1,1,2,0
1,6,0,0,0,20,1,6,1,1,0,0,0,1,1864.11,300000,3280.8,20000,325,566,665.5,3504,325,566,665.5,3504,0,2,1,0,0,1,1,0,0,1,0,6,4,0,4,8,8,1,3.5,1,4.25,1,0,1,2.25,1,1,5.5,6.833333333,3.333333333,0,1,0,0,1864.11,4000,300000,3000000,3280.8,36825,667,20000,23,15,0.452938251,0,1,0,1,0,4,4,4,1,0,0,0,1,0,0,0,1,1,0,0,2.236067977,2,3,3,2,1,2,93,21,20,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,56388,56416,1,4,6,4,1,1,0,1,2,1,1,6,8,5,5,5,5,5,3,2,4,1,1,1,0
1,6,0,0,0,24,0,7,0,0,0,0,0,0,2982.576,350000,4101,500,1582,777.5,969.5,1196.5,1582,777.5,969.5,1196.5,0,2.236067977,0,0,0,1,0,0,1,1,0,6,5,0,5,8,9,1,3.5,0,4.5,1,1,1,6,1,0,5.5,5.833333333,3.833333333,0,1,0,0,2982.576,4000,350000,3000000,4101,36825,500,30000,80,15,0.15971837,0,1,0,1,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,2.236067977,7,6,5,6,2,93,21,24,1,1,5,0,1,0,0,0,1,1,0,0,0,1,0,0,27486,27514,4,4,5,4,1,1,1,1,2,1,0,9,7,3,5,5,5,3,5,5,5,1,1,2,0
1,6,0,0,0,20,1,9,0,0,1,1,0,0,3728.22,4500000,8858.16,1000,3457,4972,1658,1656,3457,4972,1658,1656,1,7.071067812,0,0,0,1,0,0,1,1,0,8,5,1,8,8,8,1,4.75,0,2.5,0,0,0,9,1,1,7,5.833333333,4.583333333,0,1,0,0,3000,3728.22,600000,4500000,8858.16,36825,1000,30000,91,15,-0.405591183,0,1,0,0,1,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7.071067812,1.732050808,9,9,9,9,2,78,20,21,0,1,2,0,0,1,1,0,0,1,0,0,0,1,0,1,38712,38727,6,2,5,12,1,1,1,1,1,1,1,9,8,2,3,4,2,2,2,3,2,1,1,1,0
1,6,0,0,0,19,1,9,0,0,1,1,1,0,2174.795,3987450,44904.3096,10000,814.5,4409,5299,2855.5,814.5,4409,5299,2855.5,1,4.242640687,0,0,0,1,0,1,0,1,0,6,4,0,4,8,8,1,3,0,5.5,0,0,0,2.75,1,1,4.833333333,7,2.916666667,0,1,0,0,3000,2174.795,600000,3987450,7000,44904.3096,667,30000,62,15,-0.629629594,0,1,0,1,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4.242640687,1.732050808,3,2,4,2,2,100,19,21,0,1,2,1,0,0,0,0,1,1,0,0,0,1,0,1,39146,39175,2,4,6,14,1,0,1,0,1,1,1,9,8,6,5,6,7,4,6,5,5,1,1,1,0
1,6,0,0,0,20,0,2,0,0,0,0,0,1,2174.795,1500000,32808,20000,814.5,2347,3862.5,3504,814.5,2347,3862.5,3504,1,5.196152423,0,0,0,1,1,0,1,0,0,7,5,1,7,9,8,1,1.75,1,4.75,1,1,0,5,1,0,6,5.666666667,4.166666667,0,1,0,1,2174.795,4000,1500000,3000000,32808,36825,667,20000,100,15,-0.024677757,0,1,0,1,0,7,4,4,0,1,0,1,0,0,0,0,1,0,1,0,5.196152423,1.732050808,6,3,9,2,2,94,21,19,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,22482,22501,3,3,5,4,1,1,1,1,3,1,0,9,2,5,6,5,5,6,3,6,2,1,1,1,0
1,6,0,0,0,20,1,8,1,0,0,0,0,0,3000,2000000,26246.4,10000,2163.5,2720.5,2804,2855.5,2163.5,2720.5,2804,2855.5,0,2.236067977,1,0,0,1,0,1,0,0,1,6,1,0,1,9,8,1,3.375,1,4.875,1,0,1,7,1,1,5.5,3.5,5,0,1,1,1,3000,4000,600000,3000000,7000,36825,667,30000,48,15,-0.639934384,1,1,0,1,0,4,5,5,1,0,0,0,1,0,0,0,1,0,1,0,2.236067977,2.236067977,7,6,7,8,2,64,21,20,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,49229,49250,3,4,9,12,1,0,1,0,2,1,1,8,8,5,5,5,6,6,5,4,3,1,1,2,0
1,6,0,0,0,19,0,9,1,0,0,1,0,0,2485.48,3987142,2244.0672,10000,1011,4408,107,2855.5,1011,4408,107,2855.5,1,1.732050808,0,0,0,1,0,0,1,1,1,6,2,0,2,10,8,1,3.625,1,4.375,0,0,1,5.25,1,1,4.333333333,6.333333333,3,0,1,0,1,2485.48,4000,600000,3987142,2244.0672,36825,667,30000,57,45,0.6063781,1,1,0,1,0,9,4,4,1,0,0,0,1,0,1,0,0,0,1,0,1.732050808,1.732050808,9,3,7,2,2,100,19,21,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,34592,34611,4,4,8,12,1,1,1,1,3,1,1,9,9,4,4,6,6,5,5,3,2,1,1,2,0
1,6,0,0,0,19,0,9,0,1,1,1,0,0,1553.425,3000000,3936.96,1500,76.5,3637.5,836,1938.5,76.5,3637.5,836,1938.5,1,2,1,0,0,1,0,0,1,1,0,5,5,1,5,5,8,1,4.375,1,3.5,0,1,1,2.25,0,0,5.666666667,4.166666667,4.75,0,0,0,0,3000,1553.425,600000,3000000,3936.96,36825,1500,30000,76,15,0.004156012,0,0,0,1,0,11,5,6,0,0,1,0,0,1,1,0,0,0,0,1,2,1.732050808,4,1,3,1,2,83,19,21,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,24054,24074,5,5,5,14,1,1,1,1,2,1,0,9,9,5,3,3,2,3,5,2,5,1,1,1,1
1,6,0,0,0,21,0,9,1,1,1,0,1,0,4660.275,256000,37073.04,543,4313.5,396.5,4235,1303,4313.5,396.5,4235,1303,1,2.236067977,1,0,0,1,1,0,1,0,0,6,1,0,1,6,8,1,2.75,1,3.375,0,0,0,5.5,1,0,5.833333333,4.2,4.909090909,1,0,0,1,3000,4660.275,256000,3000000,7000,37073.04,543,30000,52,15,-0.812594161,0,1,1,0,0,7,3,4,1,0,0,0,0,1,0,0,1,1,0,0,2.236067977,1.732050808,7,4,7,4,2,56,21,21,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,34264,34286,4,4,9,14,1,1,1,1,2,1,0,9,9,3,3,3,3,5,5,2,3,1,1,1,0
1,6,0,0,0,20,0,9,1,1,0,0,1,0,3000,500000,41010,5000,2163.5,1215,4878.5,2404.5,2163.5,1215,4878.5,2404.5,0,2.236067977,1,0,0,1,0,0,1,1,0,4,5,1,4,8,10,1,2.75,0,6.125,0,0,0,2.5,1,1,3,7,2,0,1,0,0,3000,4000,500000,3000000,7000,41010,5000,30000,0,15,-0.19922581,0,1,0,1,0,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,2.236067977,3,1,3,3,2,100,20,21,0,1,2,1,0,0,0,1,0,1,0,0,0,1,0,1,53037,53065,5,6,5,14,1,1,1,1,2,1,1,9,9,6,6,7,7,6,6,6,5,1,1,2,0
1,6,0,0,0,20,1,9,1,1,0,0,1,1,3000,2000000,45275.04,15000,2163.5,2720.5,5549.5,3222.5,2163.5,2720.5,5549.5,3222.5,0,1.732050808,1,0,1,0,0,0,1,0,0,5,5,1,5,9,8,1,2.5,1,4.125,0,0,0,4.25,1,0,3.666666667,3,4.333333333,0,1,0,1,3000,4000,2000000,3000000,7000,45275.04,667,15000,0,15,-0.700797155,0,1,0,0,1,6,4,5,0,1,0,0,1,0,1,0,0,0,0,1,2.236067977,1.732050808,5,3,5,4,2,25,20,21,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,33278,33324,4,5,5,12,1,1,1,1,2,2,0,9,8,2,4,4,7,4,4,4,4,1,1,1,0
1,6,0,0,0,20,1,7,0,1,0,0,1,1,3000,2000000,41010,45000,2163.5,2720.5,4878.5,5307.5,2163.5,2720.5,4878.5,5307.5,1,4.472135955,0,0,0,1,1,1,0,0,0,6,5,0,5,6,8,1,2.625,1,4.375,0,0,1,6,1,0,6.833333333,3.666666667,5.583333333,0,1,0,1,3000,4000,600000,3000000,7000,41010,667,45000,96,15,1.052535081,0,0,0,1,0,3,4,2,1,0,0,0,0,1,1,0,0,0,0,1,4.472135955,1.732050808,8,6,7,3,2,27,20,21,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,41088,41108,4,4,5,4,0,1,0,1,1,1,0,7,8,3,4,5,5,5,6,4,3,1,1,2,0
1,6,0,0,0,20,1,9,0,0,1,1,1,1,4349.59,2500000,45275.04,30000,4018.5,3132.5,5549.5,4287.5,4018.5,3132.5,5549.5,4287.5,0,7.071067812,0,0,0,1,1,1,0,1,0,5,5,1,5,8,8,1,3.25,0,3.875,1,0,0,5.5,1,1,5.5,4.5,4.5,0,1,0,0,3000,4349.59,600000,2500000,7000,45275.04,667,30000,82,15,0.716977851,0,1,0,0,1,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,7.071067812,6,2,7,7,2,74,21,20,1,0,2,1,0,0,0,1,0,1,0,0,0,0,1,1,32322,32352,6,5,5,14,0,1,0,1,3,1,1,9,8,3,2,4,6,5,3,5,3,1,1,2,0
1,6,0,0,0,21,0,9,1,0,0,1,0,0,3000,1000000,3936.96,200,2163.5,1990,836,537,2163.5,1990,836,537,0,2,0,0,0,1,0,0,1,1,0,6,5,0,5,8,7,1,3.25,0,4.125,0,0,0,5.5,1,0,6.333333333,3.666666667,5.333333333,0,1,0,0,3000,4000,600000,1000000,3936.96,36825,200,30000,74,15,-0.741098673,1,1,0,1,0,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,2,5,5,5,7,2,20,21,21,1,1,5,1,0,0,0,0,1,0,0,1,0,1,0,1,27295,27315,2,4,5,4,1,1,1,1,1,1,0,9,9,3,5,5,5,4,4,3,4,1,1,1,0
