,expgender,separatedornot_nobarriers,separatedornot_other,separatedornot_separaterooms,age,sunkgroup,sunkDV,gainlossgroup,gainlossDV,anch1group,anch2group,anch3group,anch4group,anchoring1,anchoring2,anchoring3,anchoring4,Ranchori,RAN001,RAN002,RAN003,Ranch1,Ranch2,Ranch3,Ranch4,gambfalgroup,gambfalDV,scalesgroup,scalesreca,scalesrecb,scales,reciprocitygroup,reciprocityother,reciprocityus,allowedforbiddenGroup,allowedforbidden,quotearec,quotebrec,quoteGroup,quote,totalflagestimations,totalnoflagtimeestimations,flagfilter,flagdv,flagGroup,Sysjust,MoneyGroup,moneyfilter,ContactGroup,Imagineddv,IATfilter,partgender,IATexpart,IATexpmath,IATexp.overall,totexpmissed,IATEXPfilter,allowedforbiddena,allowedforbiddenb,anchoring1a,anchoring1b,anchoring2a,anchoring2b,anchoring3a,anchoring3b,anchoring4a,anchoring4b,artwarm,d_donotuse,diseaseframinga,diseaseframingb,ethnicity_X1,ethnicity_X2,ethnicity_X3,flagsupplement1,flagsupplement2,flagsupplement3,flagtimeestimate1_Afternoon,flagtimeestimate1_Evening,flagtimeestimate1_Morning,flagtimeestimate2_Afternoon,flagtimeestimate2_Evening,flagtimeestimate2_Morning,flagtimeestimate3_Afternoon,flagtimeestimate3_Evening,flagtimeestimate3_Morning,flagtimeestimate4_Afternoon,flagtimeestimate4_Evening,flagtimeestimate4_Morning,gamblerfallacya,gamblerfallacyb,imaginedexplicit1,imaginedexplicit2,imaginedexplicit3,imaginedexplicit4,major,mathwarm,moneyagea,moneyageb,moneygendera,moneygenderb,noflagtimeestimate1_Afternoon,noflagtimeestimate1_Evening,noflagtimeestimate1_Morning,noflagtimeestimate2_Afternoon,noflagtimeestimate2_Evening,noflagtimeestimate2_Morning,noflagtimeestimate3_Afternoon,noflagtimeestimate3_Evening,noflagtimeestimate3_Morning,noflagtimeestimate4_Afternoon,noflagtimeestimate4_Evening,noflagtimeestimate4_Morning,omdimc3,omdimc3rt,omdimc3trt,politicalid,quotea,quoteb,reciprocityothera,reciprocityotherb,reciprocityusa,reciprocityusb,scalesa,scalesb,sex,sunkcosta,sunkcostb,sysjust1,sysjust2,sysjust3,sysjust4,sysjust5,sysjust6,sysjust7,sysjust8,us_or_international,lab_or_online,order,iat_exclude
148,0.0,0,0,1,21.0,0,9.0,1,0.0,1,0,1,0,5592.33,900000.0,44290.8,550.0,5184.5,1740.5,5270.5,1307.5,5184.5,1740.5,5270.5,1307.5,0,6.8556546,1,N,1.0,0.0,1,0.0,1.0,0,0.0,N,8.0,0,8.0,9.0,N,1,3.375,1,2.375,0,0,0,5.0,0,N,6.333333333,5.333333333,4.5,0,0,0.0,N,N,5592.33,900000.0,N,N,44290.8,550.0,N,89.0,N,1.0,N,0,0,0,5.0,4.0,3.0,1,0,0,0,1,0,1,0,0,1,0,0,N,6.8556546,5.0,5.0,5.0,5.0,10.0,49.0,21.0,N,0.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1.0,43037.0,43081.0,2.0,N,2.0,1.0,N,1.0,N,N,2.0,1.0,N,9.0,2.0,1.0,2.0,4.0,3.0,1.0,5.0,1.0,1,1,1.0,1
149,1.0,0,0,1,18.0,0,6.0,0,0.0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,1,2.236067977,1,N,1.0,0.0,0,0.0,1.0,0,0.0,5.0,N,1,5.0,9.0,N,1,2.75,1,2.75,0,0,1,4.75,1,0.0,6.0,3.666666667,5.166666667,0,1,0.0,N,N,N,N,N,N,N,N,N,53.0,-1.146772908,N,1.0,0,0,0,4.0,4.0,4.0,1,0,0,0,1,0,0,0,1,0,1,0,2.236067977,N,6.0,6.0,6.0,1.0,10.0,23.0,18.0,N,1.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1.0,42333.0,42522.0,4.0,5.0,N,N,1.0,N,1.0,N,2.0,0.0,N,6.0,3.0,1.0,3.0,5.0,3.0,2.0,4.0,1.0,1,1,1.0,0
150,1.0,0,0,1,20.0,1,8.0,0,1.0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,1,4.472135955,1,N,1.0,0.0,1,0.0,0.0,0,0.0,6.0,N,1,6.0,N,8.0,1,2.0,0,1.25,1,0,1,1.75,1,0.0,6.333333333,3.0,5.666666667,0,1,0.0,N,N,N,N,N,N,N,N,N,100.0,0.742473281,N,0.0,0,0,0,4.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,4.472135955,N,2.0,1.0,1.0,3.0,13.0,26.0,N,20.0,N,1.0,1,0,0,0,1,0,0,0,1,1,0,0,1.0,51378.0,51555.0,4.0,4.0,N,1.0,N,0.0,N,N,2.0,0.0,8.0,N,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1,1,2.0,0
151,1.0,0,0,1,18.0,1,9.0,0,1.0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,1,2.449489743,1,N,0.0,1.0,1,1.0,0.0,1,1.0,5.0,N,1,5.0,N,6.0,1,2.25,0,1.75,1,1,0,7.75,1,0.0,7.0,3.0,6.0,0,1,N,1.0,N,N,N,N,N,N,N,N,68.0,0.16425104699999998,N,0.0,0,0,0,1.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.449489743,N,7.0,7.0,8.0,9.0,10.0,23.0,N,18.0,N,1.0,1,0,0,1,0,0,0,0,1,0,0,1,1.0,46145.0,46168.0,4.0,5.0,N,0.0,N,0.0,N,N,1.0,0.0,9.0,N,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1,1,2.0,0
152,1.0,0,0,1,18.0,1,8.0,0,0.0,0,0,1,1,3106.85,1000000.0,26246.4,40000.0,2825.0,1990.0,2804.0,5018.5,2825.0,1990.0,2804.0,5018.5,1,3.16227766,1,N,0.0,1.0,0,1.0,0.0,0,0.0,6.0,N,1,6.0,N,6.0,1,2.125,0,2.625,1,0,1,5.5,1,0.0,6.333333333,3.666666667,5.333333333,0,1,0.0,N,3106.85,N,1000000.0,N,N,26246.4,N,40000.0,75.0,-0.632475618,N,1.0,0,0,0,7.0,6.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,3.16227766,N,6.0,7.0,4.0,5.0,10.0,32.0,N,18.0,N,1.0,1,0,0,1,0,0,0,0,0,1,0,0,1.0,50143.0,50316.0,6.0,4.0,N,N,0.0,N,0.0,N,1.0,0.0,8.0,N,1.0,1.0,3.0,3.0,5.0,2.0,5.0,1.0,1,1,1.0,0
153,1.0,0,0,1,19.0,0,9.0,1,0.0,0,1,0,1,3106.85,3500000.0,13123.2,1200.0,2825.0,4188.5,2015.0,1880.5,2825.0,4188.5,2015.0,1880.5,0,0.0,1,N,0.0,1.0,0,0.0,1.0,0,0.0,N,3.0,0,3.0,5.0,N,1,2.125,1,3.25,1,0,0,4.25,1,1.0,4.833333333,2.166666667,5.333333333,0,1,0.0,N,3106.85,N,N,3500000.0,13123.2,N,N,1200.0,53.0,-1.014431748,1.0,N,0,0,0,2.0,5.0,7.0,0,0,1,0,0,1,0,0,1,1,0,0,0.0,N,3.0,2.0,7.0,5.0,13.0,10.0,N,19.0,N,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,52784.0,52823.0,3.0,N,7.0,N,1.0,N,1.0,N,1.0,1.0,N,9.0,3.0,2.0,6.0,3.0,2.0,1.0,7.0,2.0,1,1,1.0,0
154,1.0,0,0,1,21.0,1,9.0,1,1.0,1,1,1,1,4660.275,3745000.0,26246.4,30000.0,4313.5,4360.0,2804.0,4287.5,4313.5,4360.0,2804.0,4287.5,1,1.4142135619999998,0,0.0,N,1.0,1,0.0,1.0,0,1.0,4.0,N,1,4.0,N,8.0,1,3.25,0,2.25,1,0,1,4.75,1,1.0,4.833333333,3.666666667,4.583333333,0,1,1.0,N,N,4660.275,N,3745000.0,N,26246.4,N,30000.0,70.0,-0.122670294,0.0,N,0,0,0,7.0,6.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1.4142135619999998,N,7.0,2.0,6.0,4.0,13.0,56.0,N,21.0,N,0.0,0,0,1,1,0,0,1,0,0,0,1,0,1.0,36551.0,36719.0,4.0,6.0,N,1.0,N,1.0,N,1.0,N,1.0,9.0,N,1.0,1.0,3.0,1.0,3.0,3.0,5.0,1.0,1,1,1.0,0
155,0.0,0,0,1,20.0,0,7.0,0,0.0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,1,14.14213562,1,N,0.0,1.0,0,1.0,1.0,1,1.0,N,1.0,0,1.0,N,8.0,1,3.875,0,2.75,0,0,0,1.75,1,1.0,6.166666667,4.666666667,4.75,0,1,N,1.0,N,N,N,N,N,N,N,N,88.0,-0.367332645,N,1.0,0,0,0,4.0,4.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,14.14213562,N,4.0,1.0,1.0,1.0,13.0,51.0,20.0,N,0.0,N,1,0,0,0,1,0,0,0,1,1,0,0,1.0,43768.0,43800.0,4.0,N,9.0,N,0.0,N,1.0,N,1.0,1.0,N,7.0,3.0,1.0,3.0,4.0,4.0,1.0,4.0,2.0,1,1,2.0,0
156,0.0,0,0,1,26.0,1,8.0,1,0.0,0,0,0,0,3479.672,1500000.0,5905.44,N,3060.0,2347.0,1348.5,N,3060.0,2347.0,1348.5,N,1,2.0,0,0.0,N,1.0,1,0.0,1.0,1,1.0,N,6.0,0,6.0,N,8.0,1,1.375,0,3.125,0,0,0,6.25,1,0.0,5.166666667,4.0,4.583333333,0,1,N,1.0,3479.672,N,1500000.0,N,5905.44,N,N,N,92.0,0.990260872,1.0,N,0,0,0,5.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,N,5.0,6.0,6.0,8.0,10.0,63.0,26.0,N,1.0,N,0,0,1,1,0,0,1,0,0,0,1,0,1.0,32962.0,32988.0,3.0,N,4.0,1.0,N,1.0,N,3.0,N,0.0,8.0,N,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,1,1,2.0,0
157,1.0,0,0,1,20.0,0,1.0,0,1.0,0,0,1,1,2982.5759999999996,1000000.0,39369.6,35000.0,1582.0,1990.0,4417.5,4662.5,1582.0,1990.0,4417.5,4662.5,1,2.449489743,1,N,0.0,1.0,1,0.0,1.0,0,1.0,9.0,N,1,9.0,N,8.0,1,2.5,0,3.125,1,0,1,3.5,1,0.0,7.0,4.0,5.5,0,1,1.0,N,2982.5759999999996,N,1000000.0,N,N,39369.6,N,35000.0,100.0,-0.222566492,N,0.0,0,0,0,7.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2.449489743,N,6.0,1.0,6.0,1.0,13.0,28.0,N,20.0,N,1.0,1,0,0,0,0,1,1,0,0,0,1,0,0.0,32445.0,32480.0,4.0,1.0,N,1.0,N,1.0,N,N,1.0,0.0,N,1.0,3.0,3.0,2.0,4.0,4.0,1.0,7.0,1.0,1,1,1.0,0
158,1.0,0,0,1,19.0,0,9.0,0,0.0,1,1,0,1,3728.22,2500000.0,8202.0,500.0,3457.0,3132.5,1631.0,1196.5,3457.0,3132.5,1631.0,1196.5,1,1.732050808,1,N,1.0,0.0,0,0.0,1.0,1,1.0,9.0,N,1,9.0,N,8.0,1,2.25,0,2.375,0,0,1,5.75,1,0.0,7.0,3.333333333,5.833333333,0,1,N,1.0,N,3728.22,N,2500000.0,8202.0,N,N,500.0,100.0,-0.812841585,N,1.0,0,0,0,4.0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1.732050808,N,5.0,6.0,5.0,7.0,10.0,0.0,N,N,1.0,N,1,0,0,0,0,1,1,0,0,0,1,0,1.0,27027.0,27220.0,4.0,1.0,N,N,1.0,N,1.0,N,2.0,0.0,N,9.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,2.0,1,1,1.0,0
159,1.0,0,0,1,19.0,1,9.0,1,1.0,0,0,0,0,N,N,N,500.0,N,N,N,1196.5,N,N,N,1196.5,1,2.236067977,0,0.0,N,1.0,0,0.0,1.0,1,1.0,N,5.0,0,5.0,N,6.0,1,3.25,0,3.625,1,0,0,2.0,1,0.0,6.833333333,3.0,5.916666667,0,1,N,1.0,N,N,N,N,N,N,500.0,N,100.0,-1.029896288,0.0,N,0,0,0,1.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,N,1.0,1.0,1.0,5.0,13.0,8.0,N,19.0,N,1.0,0,0,1,1,0,0,0,0,1,1,0,0,1.0,28045.0,28213.0,4.0,N,5.0,N,1.0,N,1.0,3.0,N,0.0,9.0,N,1.0,1.0,3.0,7.0,2.0,4.0,7.0,4.0,1,1,1.0,0
160,1.0,0,0,1,22.0,0,2.0,1,0.0,1,0,1,1,1864.11,500000.0,45357.06,20000.0,325.0,1215.0,5563.0,3504.0,325.0,1215.0,5563.0,3504.0,1,2.236067977,1,N,0.0,1.0,1,0.0,1.0,0,0.0,7.0,N,1,7.0,8.0,N,1,2.375,1,1.75,1,0,0,7.75,1,1.0,6.666666667,4.5,5.083333333,0,1,0.0,N,N,1864.11,500000.0,N,N,45357.06,N,20000.0,100.0,-0.628861023,1.0,N,0,0,0,7.0,4.0,4.0,0,0,1,1,0,0,1,0,0,0,1,0,2.236067977,N,8.0,8.0,8.0,7.0,13.0,62.0,N,N,N,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,46396.0,46573.0,4.0,3.0,N,1.0,N,1.0,N,N,1.0,1.0,N,2.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1,1,1.0,0
161,0.0,0,0,1,19.0,0,9.0,0,0.0,1,0,0,0,3106.85,N,3280.8,150.0,2825.0,N,665.5,320.5,2825.0,N,665.5,320.5,1,1.732050808,1,N,1.0,0.0,0,0.0,1.0,1,0.0,5.0,N,1,5.0,7.0,N,1,4.625,1,2.0,1,0,0,1.5,1,0.0,4.5,5.166666667,3.666666667,0,1,N,0.0,N,3106.85,N,N,3280.8,N,150.0,N,25.0,0.319689338,N,1.0,0,0,0,5.0,4.0,4.0,1,0,0,0,0,1,0,0,1,0,1,0,1.732050808,N,1.0,1.0,3.0,1.0,13.0,61.0,N,19.0,N,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,51846.0,52020.0,4.0,5.0,N,N,1.0,N,1.0,N,2.0,0.0,N,9.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1,1,1.0,0
162,0.0,0,0,1,23.0,0,7.0,0,1.0,1,1,1,1,4349.59,2000000.0,42650.4,4500.0,4018.5,2720.5,5060.5,2292.0,4018.5,2720.5,5060.5,2292.0,1,1.4142135619999998,0,0.0,N,1.0,0,0.0,1.0,1,1.0,5.0,N,1,5.0,7.0,N,1,3.875,1,3.125,1,0,1,1.5,1,0.0,4.833333333,6.333333333,3.25,0,1,N,1.0,N,4349.59,N,2000000.0,N,42650.4,N,4500.0,24.0,-0.081574566,N,0.0,0,0,0,5.0,2.0,6.0,1,0,0,0,0,1,0,0,1,0,1,0,1.4142135619999998,N,2.0,1.0,1.0,2.0,13.0,89.0,N,23.0,N,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,115919.0,116108.0,2.0,5.0,N,N,1.0,N,1.0,5.0,N,0.0,N,7.0,2.0,1.0,1.0,5.0,4.0,4.0,5.0,3.0,1,1,1.0,0
163,1.0,0,0,1,20.0,0,9.0,1,1.0,1,0,0,0,4970.96,N,26246.4,N,4418.0,N,2804.0,N,4418.0,N,2804.0,N,1,1.4142135619999998,1,N,0.0,1.0,1,0.0,1.0,0,0.0,7.0,N,1,7.0,N,7.0,1,3.75,0,3.375,0,0,0,1.0,1,0.0,6.0,3.666666667,5.166666667,0,1,0.0,N,N,4970.96,N,N,26246.4,N,N,N,100.0,-0.992822616,0.0,N,0,0,0,8.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1.4142135619999998,N,1.0,1.0,1.0,1.0,13.0,63.0,20.0,N,1.0,N,0,0,1,0,0,1,1,0,0,0,1,0,1.0,37887.0,38056.0,5.0,3.0,N,1.0,N,1.0,N,N,1.0,0.0,N,9.0,3.0,3.0,5.0,5.0,2.0,1.0,5.0,3.0,1,1,1.0,0
164,0.0,0,0,1,18.0,0,9.0,1,1.0,1,0,0,1,4038.905,N,2673.8520000000003,40000.0,3935.0,N,386.0,5018.5,3935.0,N,386.0,5018.5,1,2.236067977,1,N,0.0,1.0,0,0.0,1.0,1,1.0,3.0,N,1,3.0,N,7.0,1,1.25,0,2.75,0,0,0,3.25,1,1.0,7.0,2.333333333,6.333333333,0,1,N,1.0,N,4038.905,N,N,2673.8520000000003,N,N,40000.0,100.0,0.150201975,0.0,N,0,0,0,6.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2.236067977,N,5.0,2.0,5.0,1.0,13.0,0.0,18.0,N,0.0,N,1,0,0,0,0,1,0,0,1,0,1,0,1.0,33235.0,33431.0,3.0,7.0,N,N,1.0,N,1.0,N,1.0,1.0,N,9.0,3.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,1,1,2.0,0
165,1.0,0,0,1,19.0,0,6.0,0,0.0,0,0,1,0,3106.85,N,32808.0,5000.0,2825.0,N,3862.5,2404.5,2825.0,N,3862.5,2404.5,0,3.8729833460000003,1,N,0.0,1.0,0,0.0,1.0,1,0.0,3.0,N,1,3.0,6.0,N,1,4.0,1,4.0,1,0,1,4.0,1,1.0,3.333333333,3.0,4.166666667,0,1,N,0.0,3106.85,N,N,N,N,32808.0,5000.0,N,42.0,0.390623117,N,1.0,0,0,0,7.0,5.0,4.0,0,0,1,1,0,0,1,0,0,0,0,1,N,3.8729833460000003,6.0,2.0,6.0,2.0,13.0,17.0,N,19.0,N,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,78091.0,78161.0,6.0,7.0,N,N,1.0,N,1.0,N,1.0,1.0,N,6.0,2.0,5.0,4.0,5.0,3.0,6.0,5.0,2.0,1,1,2.0,0
166,1.0,0,0,1,19.0,1,5.0,0,0.0,0,0,0,0,N,N,N,120.0,N,N,N,141.5,N,N,N,141.5,1,2.828427125,1,N,0.0,1.0,1,0.0,1.0,1,1.0,N,5.0,0,5.0,8.0,N,1,3.5,1,3.0,1,0,1,2.0,1,1.0,5.166666667,4.666666667,4.25,0,1,N,1.0,N,N,N,N,N,N,120.0,N,53.0,0.454677104,N,1.0,0,0,0,1.0,4.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,2.828427125,N,2.0,2.0,2.0,2.0,13.0,59.0,N,19.0,N,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,49496.0,49672.0,4.0,N,5.0,1.0,N,1.0,N,N,1.0,1.0,5.0,N,6.0,1.0,3.0,1.0,7.0,2.0,1.0,3.0,1,1,2.0,0
167,1.0,0,0,1,19.0,1,9.0,1,0.0,1,1,1,1,4349.59,4000000.0,29527.2,35000.0,4018.5,4604.5,3397.5,4662.5,4018.5,4604.5,3397.5,4662.5,1,6.0,0,0.0,N,1.0,1,1.0,0.0,1,1.0,5.0,N,1,5.0,8.0,N,1,2.5,1,2.875,0,0,0,4.0,1,1.0,6.333333333,3.166666667,5.583333333,0,1,N,1.0,N,4349.59,N,4000000.0,N,29527.2,N,35000.0,75.0,-0.15564371800000001,1.0,N,0,0,0,4.0,4.0,3.0,0,0,1,1,0,0,1,0,0,0,1,0,6.0,N,5.0,1.0,5.0,5.0,1.0,16.0,19.0,N,0.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1.0,41039.0,41236.0,4.0,5.0,N,0.0,N,0.0,N,1.0,N,1.0,9.0,N,3.0,1.0,2.0,6.0,4.0,1.0,4.0,2.0,1,1,2.0,0
168,1.0,0,0,1,27.0,0,7.0,1,1.0,0,0,0,0,1988.384,3000000.0,11482.8,2000.0,400.0,3637.5,1905.5,2053.0,400.0,3637.5,1905.5,2053.0,1,1.0,1,N,1.0,0.0,1,0.0,1.0,1,1.0,N,9.0,0,9.0,N,7.0,1,2.5,0,2.375,1,1,0,5.75,1,1.0,6.5,5.166666667,4.666666667,0,1,N,1.0,1988.384,N,3000000.0,N,11482.8,N,2000.0,N,93.0,0.953515248,0.0,N,0,0,0,4.0,6.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,N,6.0,5.0,5.0,7.0,13.0,62.0,N,28.0,N,0.0,1,0,0,0,0,1,0,0,1,0,1,0,1.0,53474.0,53668.0,2.0,N,1.0,1.0,N,1.0,N,N,2.0,1.0,N,7.0,1.0,1.0,4.0,3.0,3.0,1.0,5.0,1.0,1,1,2.0,0
169,1.0,0,0,1,19.0,1,6.0,0,0.0,0,0,0,1,1513.03595,201000.0,2066.904,47000.0,21.0,55.0,33.0,5441.0,21.0,55.0,33.0,5441.0,0,2.236067977,1,N,0.0,1.0,1,1.0,0.0,1,1.0,6.0,N,1,6.0,8.0,N,1,2.875,1,2.875,0,0,0,3.0,1,1.0,6.333333333,4.166666667,5.083333333,0,1,N,1.0,1513.03595,N,201000.0,N,2066.904,N,N,47000.0,83.0,-1.3545508430000002,N,1.0,0,0,0,7.0,4.0,4.0,1,0,0,0,0,1,1,0,0,0,1,0,N,2.236067977,4.0,5.0,1.0,2.0,13.0,58.0,19.0,N,0.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1.0,30154.0,30324.0,4.0,4.0,N,0.0,N,0.0,N,N,1.0,1.0,6.0,N,1.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,1,1,1.0,0
170,1.0,0,0,1,19.0,1,9.0,0,0.0,0,0,1,1,1864.11,3000000.0,26246.4,5000.0,325.0,3637.5,2804.0,2404.5,325.0,3637.5,2804.0,2404.5,0,1.4142135619999998,1,N,1.0,0.0,1,0.0,1.0,1,1.0,5.0,N,1,5.0,N,8.0,1,4.0,0,3.0,0,0,1,5.75,1,1.0,5.333333333,3.5,4.916666667,0,1,N,1.0,1864.11,N,3000000.0,N,N,26246.4,N,5000.0,79.0,0.015412171,N,1.0,0,0,0,5.0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,N,1.4142135619999998,5.0,6.0,6.0,6.0,2.0,45.0,N,N,0.0,N,0,0,1,1,0,0,1,0,0,0,1,0,0.0,15518.0,15690.0,4.0,5.0,N,1.0,N,1.0,N,N,2.0,1.0,9.0,N,3.0,1.0,5.0,6.0,1.0,1.0,6.0,1.0,1,1,2.0,0
171,0.0,0,0,1,20.0,1,9.0,1,1.0,0,0,0,0,N,N,2952.72,N,N,N,459.0,N,N,N,459.0,N,0,2.449489743,0,0.0,N,1.0,0,0.0,1.0,1,0.0,5.0,N,1,5.0,8.0,N,1,3.0,1,3.0,1,0,1,6.5,1,0.0,6.5,4.0,5.25,0,1,N,0.0,N,N,N,N,2952.72,N,N,N,97.0,0.8510832540000001,0.0,N,0,0,0,6.0,4.0,4.0,1,0,0,0,1,0,1,0,0,0,0,1,N,2.449489743,6.0,7.0,6.0,7.0,10.0,45.0,N,20.0,N,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,41455.0,41745.0,4.0,5.0,N,N,1.0,N,1.0,3.0,N,0.0,9.0,N,4.0,2.0,3.0,6.0,2.0,1.0,5.0,1.0,1,1,2.0,0
172,0.0,0,0,1,19.0,0,8.0,0,0.0,0,0,1,0,3728.22,2000000.0,29172.8736,N,3457.0,2720.5,3339.5,N,3457.0,2720.5,3339.5,N,0,N,1,N,0.0,1.0,0,0.0,1.0,0,0.0,5.0,N,1,5.0,6.0,N,1,1.75,1,3.125,0,0,1,4.5,1,1.0,6.333333333,5.166666667,4.583333333,0,1,0.0,N,3728.22,N,2000000.0,N,N,29172.8736,N,N,84.0,-0.74969786,N,1.0,0,0,0,3.0,4.0,6.0,0,0,1,1,0,0,1,0,0,0,0,1,N,N,5.0,5.0,5.0,3.0,10.0,70.0,19.0,N,0.0,N,0,0,0,0,0,0,0,0,0,0,0,0,1.0,32841.0,33023.0,3.0,5.0,N,N,1.0,N,1.0,N,1.0,1.0,N,8.0,2.0,2.0,3.0,3.0,3.0,3.0,6.0,3.0,1,1,1.0,0
173,1.0,0,0,1,24.0,1,9.0,1,0.0,0,0,0,0,N,N,3280.8,400.0,N,N,665.5,1032.0,N,N,665.5,1032.0,1,1.732050808,1,N,N,N,1,0.0,1.0,0,0.0,5.0,N,1,5.0,N,7.0,1,1.625,0,1.875,1,0,1,7.25,1,0.0,6.833333333,6.833333333,4.0,0,1,0.0,N,N,N,N,N,3280.8,N,400.0,N,100.0,-0.5692720929999999,1.0,N,0,0,0,3.0,6.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1.732050808,N,5.0,7.0,9.0,8.0,10.0,98.0,N,24.0,N,1.0,1,0,0,1,0,0,0,0,1,1,0,0,1.0,34175.0,34202.0,3.0,5.0,N,1.0,N,1.0,N,N,N,0.0,9.0,N,1.0,1.0,1.0,4.0,2.0,1.0,4.0,1.0,1,1,1.0,0
174,1.0,0,0,1,21.0,0,9.0,1,1.0,0,0,1,1,2174.795,N,32808.0,25000.0,814.5,N,3862.5,3892.0,814.5,N,3862.5,3892.0,1,1.4142135619999998,1,N,0.0,1.0,0,0.0,1.0,1,1.0,N,4.0,0,4.0,N,6.0,1,1.25,0,3.375,1,1,1,6.25,1,0.0,6.833333333,3.166666667,5.833333333,0,1,N,1.0,2174.795,N,N,N,N,32808.0,N,25000.0,50.0,0.441789845,0.0,N,0,0,0,3.0,4.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1.4142135619999998,N,8.0,4.0,6.0,7.0,13.0,43.0,N,21.0,N,1.0,0,0,1,1,0,0,0,0,1,1,0,0,1.0,57812.0,58278.0,2.0,N,6.0,N,1.0,N,1.0,N,1.0,0.0,N,9.0,2.0,2.0,5.0,4.0,5.0,1.0,5.0,3.0,1,1,2.0,0
175,0.0,0,0,1,19.0,1,8.0,0,0.0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,1,4.898979486,1,N,0.0,1.0,1,0.0,0.0,0,0.0,3.0,N,1,3.0,N,7.0,1,2.0,0,2.375,0,0,1,6.25,1,0.0,6.0,2.666666667,5.666666667,0,1,0.0,N,N,N,N,N,N,N,N,N,82.0,0.555940391,N,1.0,0,0,0,5.0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,4.898979486,N,6.0,8.0,7.0,4.0,10.0,24.0,N,N,1.0,N,1,0,0,0,0,1,0,0,1,0,1,0,1.0,31015.0,31193.0,4.0,7.0,N,1.0,N,0.0,N,N,1.0,0.0,8.0,N,3.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,1,1,2.0,0
176,1.0,0,0,1,19.0,1,9.0,0,1.0,0,0,0,0,4970.96,N,N,300.0,4418.0,N,N,868.5,4418.0,N,N,868.5,1,2.828427125,0,0.0,N,1.0,1,0.0,1.0,1,0.0,5.0,N,1,5.0,9.0,N,1,2.625,1,2.75,1,0,0,2.5,1,0.0,6.333333333,6.333333333,4.0,0,1,N,0.0,4970.96,N,N,N,N,N,300.0,N,71.0,0.793677436,N,0.0,0,0,0,7.0,4.0,4.0,1,0,0,0,1,0,0,0,1,0,1,0,2.828427125,N,1.0,3.0,5.0,1.0,6.0,88.0,N,19.0,N,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35381.0,35389.0,4.0,5.0,N,1.0,N,1.0,N,1.0,N,0.0,9.0,N,2.0,2.0,3.0,2.0,4.0,6.0,1.0,2.0,1,1,2.0,0
